cdm	code	deptName	descr	primary
DCWAS_Providence MT	4260881	Pharmacy Services General 001	COMPAZINE 10MG T	1.68
DCWAS_Providence MT	4253795	Pharmacy Services General 001	COMTAN 200MG T	1.95
DCWAS_Providence MT	4266458	Pharmacy Services General 001	CORDARONE 30MG VL	1.79
DCWAS_Providence MT	4216917	Pharmacy Services General 001	COREG  25MG T	1.68
DCWAS_Providence MT	4216891	Pharmacy Services General 001	COREG 12.5MG T	1.68
DCWAS_Providence MT	4216883	Pharmacy Services General 001	COREG 3.125MG T	1.68
DCWAS_Providence MT	4216925	Pharmacy Services General 001	COREG 6.25MG T	1.68
DCWAS_Providence MT	4253639	Pharmacy Services General 001	CORGARD 20MG T	1.68
DCWAS_Providence MT	4224549	Pharmacy Services General 001	CORGARD 40MG T	1.68
DCWAS_Providence MT	4268660	Pharmacy Services General 001	CORTENEMA 100MG/60ML ENEM	3.53
DCWAS_Providence MT	4245817	Pharmacy Services General 001	CORTISPORIN 10ML BTL	92.2
DCWAS_Providence MT	4207213	Pharmacy Services General 001	CORTISPORIN 3.5GM TUBE	66.66
DCWAS_Providence MT	4236782	Pharmacy Services General 001	COSYNTHROPIN 0.25MG INJ	11367.81
DCWAS_Providence MT	4220893	Pharmacy Services General 001	COUMADIN 10MG T	1.68
DCWAS_Providence MT	4220869	Pharmacy Services General 001	COUMADIN 2.5MG T	1.68
DCWAS_Providence MT	4220851	Pharmacy Services General 001	COUMADIN 2MG T	1.71
DCWAS_Providence MT	4254009	Pharmacy Services General 001	COUMADIN 3MG T	1.69
DCWAS_Providence MT	4220877	Pharmacy Services General 001	COUMADIN 5MG T	1.69
DCWAS_Providence MT	4220885	Pharmacy Services General 001	COUMADIN 7.5MG T	1.68
DCWAS_Providence MT	4297685	Pharmacy Services General 001	COZAAR 25MG T	1.69
DCWAS_Providence MT	4266342	Pharmacy Services General 001	COZAAR 50MG T	1.69
DCWAS_Providence MT	4219531	Pharmacy Services General 001	CUROSURF SUSP 80MG/ML 1.5 VL	331.17
DCWAS_Providence MT	4255188	Pharmacy Services General 001	CYAN/FA/PYRID T	1.68
DCWAS_Providence MT	4218756	Pharmacy Services General 001	CYANOCOBALAMIN 1000MG T	1.68
DCWAS_Providence MT	4289344	Pharmacy Services General 001	CYANOCOBALAMIN 100MCG INJ	3.64
DCWAS_Providence MT	4218764	Pharmacy Services General 001	CYANOCOBALAMIN 100MG T	1.68
DCWAS_Providence MT	4204186	Pharmacy Services General 001	CYCLOBENZAPRINE 5MG T	1.67
DCWAS_Providence MT	4245296	Pharmacy Services General 001	CYCLOGYL 1% 2ML OPH BTL	22.1
DCWAS_Providence MT	4245270	Pharmacy Services General 001	CYCLOGYL 2% 2ML OPH BTL	29.04
DCWAS_Providence MT	4208567	Pharmacy Services General 001	CYCLOPHOSPHAMI 1000MG INJ	687.93
DCWAS_Providence MT	4211256	Pharmacy Services General 001	CYCLOPHOSPHAMI 500MG INJ	499.48
DCWAS_Providence MT	4295432	Pharmacy Services General 001	CYCLOSPORINE 100MG C	5.96
DCWAS_Providence MT	4295424	Pharmacy Services General 001	CYCLOSPRINE 25MG C	1.91
DCWAS_Providence MT	4212577	Pharmacy Services General 001	CYKLOLAPRON 1000MG/10ML INJ	72.87
DCWAS_Providence MT	4208633	Pharmacy Services General 001	CYMBALTA 20MG CAPSULE	3.09
DCWAS_Providence MT	4208625	Pharmacy Services General 001	CYMBALTA 30MG CAPSULE	3.51
DCWAS_Providence MT	4272811	Pharmacy Services General 001	CYTOMEL TAB 25MG T	1.68
DCWAS_Providence MT	4272803	Pharmacy Services General 001	CYTOMEL TAB 5MG T	1.68
DCWAS_Providence MT	4210993	Pharmacy Services General 001	CYTOTEC 50MG T	1.7
DCWAS_Providence MT	4281325	Pharmacy Services General 001	D5/1/2NS IV	7.29
DCWAS_Providence MT	4281333	Pharmacy Services General 001	D5/1/2NS/KCL 20MEQ IV	4.3
DCWAS_Providence MT	4281341	Pharmacy Services General 001	D5/1/2NS/KCL 30MEQ IV	8.44
DCWAS_Providence MT	4281358	Pharmacy Services General 001	D5/1/2NS/KCL 40MEQ IV	8.44
DCWAS_Providence MT	4281291	Pharmacy Services General 001	D5/KCL 20MEQ IV	8.4
DCWAS_Providence MT	4281317	Pharmacy Services General 001	D5/LACT RINGERS UT 1000CC IV	3.78
DCWAS_Providence MT	4281382	Pharmacy Services General 001	D5/NS IV	3.09
DCWAS_Providence MT	4203865	Pharmacy Services General 001	DABIGATRAN 150MG CAPSULE	2.99
DCWAS_Providence MT	4203857	Pharmacy Services General 001	DABIGATRAN 75MG CAPSULE	2.97
DCWAS_Providence MT	4240651	Pharmacy Services General 001	DACRIOSE SOL 120ML BTL	3.86
DCWAS_Providence MT	4212114	Pharmacy Services General 001	DAKIN'S SOL 0.125% 473ML BTL	10.67
DCWAS_Providence MT	4212122	Pharmacy Services General 001	DAKIN'S SOL 0.5% 473ML BTL	10.66
DCWAS_Providence MT	4202016	Pharmacy Services General 001	DAKINS SOL 16OZ BTL	6.34
DCWAS_Providence MT	4202222	Pharmacy Services General 001	DAPSONE 100MG TAB	1.68
DCWAS_Providence MT	4207718	Pharmacy Services General 001	DAPTOMYCIN 500MG VL	488.86
DCWAS_Providence MT	4254280	Pharmacy Services General 001	DARBEPOETIN ALFA 100MCG SYR	343.76
DCWAS_Providence MT	4254264	Pharmacy Services General 001	DARBEPOETIN ALFA 200MCG SYR	1577.1
DCWAS_Providence MT	4219499	Pharmacy Services General 001	DARBEPOETIN ALFA 25MCG VL	85.94
DCWAS_Providence MT	4277505	Pharmacy Services General 001	DARBEPOETIN ALFA 300MCG SYR	1031.37
DCWAS_Providence MT	4219507	Pharmacy Services General 001	DARBEPOETIN ALFA 40MCG VL	137.52
DCWAS_Providence MT	4219515	Pharmacy Services General 001	DARBEPOETIN ALFA 60MCG VL	206.26
DCWAS_Providence MT	4207973	Pharmacy Services General 001	DARBEPOETIN ALFA ESRD 25MCG VL	85.93
DCWAS_Providence MT	4207981	Pharmacy Services General 001	DARBEPOETIN ALFA ESRD 40MCG VL	137.52
DCWAS_Providence MT	4208617	Pharmacy Services General 001	DARBEPOETIN ALFA ESRD 60MCG VL	206.24
DCWAS_Providence MT	4201711	Pharmacy Services General 001	DARUNAVIR ETHANOLATE 600MG TAB	20.22
DCWAS_Providence MT	4299111	Pharmacy Services General 001	DDAVP 0.1MG T	2.67
DCWAS_Providence MT	4200812	Pharmacy Services General 001	DDAVP NASAL SPRAY	102.16
DCWAS_Providence MT	4252391	Pharmacy Services General 001	DEBROX OTIC 15ML SOL	1.68
DCWAS_Providence MT	4210845	Pharmacy Services General 001	DEMADEX 5MG TAB	1.68
DCWAS_Providence MT	4212270	Pharmacy Services General 001	DENOSUMAB 120MG/1.7ML INJ	1393.98
DCWAS_Providence MT	4203808	Pharmacy Services General 001	DENOSUMAB 60MG INJ	998.29
DCWAS_Providence MT	4253670	Pharmacy Services General 001	DEPACON 100MG/ML5ML VL	2.01
DCWAS_Providence MT	4231981	Pharmacy Services General 001	DEPAKENE C	1.71
DCWAS_Providence MT	4210787	Pharmacy Services General 001	DEPAKENE SYRUP  (16OZ)	1.47
DCWAS_Providence MT	4217790	Pharmacy Services General 001	DEPAKOTE 125MG SPRINKLE C	1.69
DCWAS_Providence MT	4296653	Pharmacy Services General 001	DEPAKOTE 125MG T	1.68
DCWAS_Providence MT	4253894	Pharmacy Services General 001	DEPO-MEDROL 40MG INJ	10.72
DCWAS_Providence MT	4200013	Pharmacy Services General 001	DEPO-MEDROL 40MG/ML 5ML VIAL	46.57
DCWAS_Providence MT	4202966	Pharmacy Services General 001	DERMABOND ADHESIVE 0.5M TOP	36.57
DCWAS_Providence MT	4286480	Pharmacy Services General 001	DERMOPLAST AEROS 3OZ SPR	5.36
DCWAS_Providence MT	4212627	Pharmacy Services General 001	DESITIN 13% 58GM CR	3.05
DCWAS_Providence MT	4294476	Pharmacy Services General 001	DESMOPRESSN ACET 40MCG/10ML VL	247.41
DCWAS_Providence MT	4200018	Pharmacy Services General 001	DESMOPRESSN ACET 4MCG INJ	77.92
DCWAS_Providence MT	4268447	Pharmacy Services General 001	DEXAMETH SOD PHOSP PER MG VL	2.03
DCWAS_Providence MT	4214151	Pharmacy Services General 001	DEXAMETHASONE 10 MG/ML VIAL	1.78
DCWAS_Providence MT	4268413	Pharmacy Services General 001	DEXAMETHASONE 4MG T	1.67
DCWAS_Providence MT	4255196	Pharmacy Services General 001	DEXMEDETOMIDINE HCL 2 VL	75.62
DCWAS_Providence MT	4268470	Pharmacy Services General 001	DEXMETHOSON SODIM PHSHT 1MG VL	2.79
DCWAS_Providence MT	4281390	Pharmacy Services General 001	DEXTROSE 10% IV	5.37
DCWAS_Providence MT	4281408	Pharmacy Services General 001	DEXTROSE 10%/NACL .9% IV	5.25
DCWAS_Providence MT	4281416	Pharmacy Services General 001	DEXTROSE 20% IV	4.75
DCWAS_Providence MT	4214078	Pharmacy Services General 001	DEXTROSE 25% 10ML SYR	6.03
DCWAS_Providence MT	4213260	Pharmacy Services General 001	DEXTROSE 4 GM CHEW T	1.68
DCWAS_Providence MT	4205274	Pharmacy Services General 001	DEXTROSE 5% 1000ML IV	2.92
DCWAS_Providence MT	4205282	Pharmacy Services General 001	DEXTROSE 5% 250ML IV	1.72
DCWAS_Providence MT	4205290	Pharmacy Services General 001	DEXTROSE 5% 500ML IV	1.99
DCWAS_Providence MT	4205266	Pharmacy Services General 001	DEXTROSE 5% 50ML IV	1.93
DCWAS_Providence MT	4281440	Pharmacy Services General 001	DEXTROSE 5% IV	1.88
DCWAS_Providence MT	4200128	Pharmacy Services General 001	DEXTROSE 5%/250ML WATER VISIV	7.42
DCWAS_Providence MT	4240404	Pharmacy Services General 001	DEXTROSE 50% 50ML SYR	15.04
DCWAS_Providence MT	4240412	Pharmacy Services General 001	DEXTROSE 50% 50ML VL	1.68
DCWAS_Providence MT	4281473	Pharmacy Services General 001	DEXTROSE 50% IV	5.82
DCWAS_Providence MT	4200110	Pharmacy Services General 001	DEXTROSE 5G/100ML IVPB	0.0
DCWAS_Providence MT	4281481	Pharmacy Services General 001	DEXTROSE 70% IV	24.83
DCWAS_Providence MT	4241733	Pharmacy Services General 001	DIAMOX 250MG T	1.69
DCWAS_Providence MT	4241717	Pharmacy Services General 001	DIAMOX 500MG INJ	50.87
DCWAS_Providence MT	4241709	Pharmacy Services General 001	DIAMOX SEQUELS 500MG C	5.62
DCWAS_Providence MT	4200154	Pharmacy Services General 001	DIATRIZOATE PER ML - 30ML SOL	19.63
DCWAS_Providence MT	4203683	Pharmacy Services General 001	DICLOXACILLI 250MG C	1.68
DCWAS_Providence MT	4214292	Pharmacy Services General 001	DICYCLOMINE HCL 10MG INJ	29.07
DCWAS_Providence MT	4299376	Pharmacy Services General 001	DIFLUCAN 150MG T	1.68
DCWAS_Providence MT	4224267	Pharmacy Services General 001	DIGOXIN 0.05MG/ML 60ML BTL	23.71
DCWAS_Providence MT	4224200	Pharmacy Services General 001	DIGOXIN 0.125MG T	1.68
DCWAS_Providence MT	4224218	Pharmacy Services General 001	DIGOXIN 0.25MG T	1.68
DCWAS_Providence MT	4224259	Pharmacy Services General 001	DIGOXIN 0.5MG INJ	1.68
DCWAS_Providence MT	4201471	Pharmacy Services General 001	DILTAZEM 60MG SR C	1.68
DCWAS_Providence MT	4201588	Pharmacy Services General 001	DILTIAZEM 5MG/ML 10ML INJ	1.7
DCWAS_Providence MT	4213542	Pharmacy Services General 001	DILTIAZEM HCL 100MG VL	8.06
DCWAS_Providence MT	4212221	Pharmacy Services General 001	DIMETHYL SULF 54GM/50ML VL	106.64
DCWAS_Providence MT	4257721	Pharmacy Services General 001	DIPH W/ATR T	2.74
DCWAS_Providence MT	4200309	Pharmacy Services General 001	DIPHENHYDRAM 25MG C	1.68
DCWAS_Providence MT	4249108	Pharmacy Services General 001	DIPHENHYDRAMIN HCL 2.5MG ELX	2.46
DCWAS_Providence MT	4200317	Pharmacy Services General 001	DIPHENHYDRAMINE 50MG CAP	1.68
DCWAS_Providence MT	4200366	Pharmacy Services General 001	DIPHENHYDRAMINE HCL SYR 50MG	1.69
DCWAS_Providence MT	4299343	Pharmacy Services General 001	DIPRIVAN 1% 10MG/ML 100ML VL	13.65
DCWAS_Providence MT	4202081	Pharmacy Services General 001	DIPRIVAN 50ML VL	6.95
DCWAS_Providence MT	4214342	Pharmacy Services General 001	DITROPAN TAB	1.68
DCWAS_Providence MT	4277042	Pharmacy Services General 001	DITROPAN XL 5MG T	3.07
DCWAS_Providence MT	4201653	Pharmacy Services General 001	DIVALPROEX NA DR 500MG TAB	2.41
DCWAS_Providence MT	4200047	Pharmacy Services General 001	DIVALPROEX SODIUM ER 250MG TAB	2.43
DCWAS_Providence MT	4200046	Pharmacy Services General 001	DIVALPROEX SODIUM ER 500MG TAB	3.67
DCWAS_Providence MT	4202388	Pharmacy Services General 001	DOBUTAMINE HCL 250MG	20.09
DCWAS_Providence MT	4215042	Pharmacy Services General 001	DOBUTAMINE HCL 250MG VL	3.27
DCWAS_Providence MT	4297636	Pharmacy Services General 001	DOCETAXEL 80MG INJ	2063.44
DCWAS_Providence MT	4258760	Pharmacy Services General 001	DOCUSATE 100MG C	1.68
DCWAS_Providence MT	4258794	Pharmacy Services General 001	DOCUSATE 10MG 10ML SYP	1.68
DCWAS_Providence MT	4258752	Pharmacy Services General 001	DOCUSATE 50MG C	1.68
DCWAS_Providence MT	4229076	Pharmacy Services General 001	DOLOBID 500MG T	1.68
DCWAS_Providence MT	4230553	Pharmacy Services General 001	DOLOPHINE 10MG T	2.73
DCWAS_Providence MT	4230546	Pharmacy Services General 001	DOLOPHINE 5MG T	2.75
DCWAS_Providence MT	4252359	Pharmacy Services General 001	DOMEBORO OTIC 60ML BTL	64.84
DCWAS_Providence MT	4239109	Pharmacy Services General 001	DONEPEZIL 5MG T	4.73
DCWAS_Providence MT	4213823	Pharmacy Services General 001	DONNATAL 10ML ELX	1.68
DCWAS_Providence MT	4215083	Pharmacy Services General 001	DOPAMINE HCL 40MG INJ	13.18
DCWAS_Providence MT	4215067	Pharmacy Services General 001	DOPAMINE HCL 40MG VL	1.83
DCWAS_Providence MT	4214011	Pharmacy Services General 001	DORZOLAMIDE/TIMOL 2/0.5% 10ML	56.16
DCWAS_Providence MT	4200170	Pharmacy Services General 001	DORZOLAMIDE/TIMOL/PF 0.2ML/OPH	1.68
DCWAS_Providence MT	4205241	Pharmacy Services General 001	DOXYCYCLINE 100MG VL	12.0
DCWAS_Providence MT	4205209	Pharmacy Services General 001	DOXYCYCLINE 50MG C	1.68
DCWAS_Providence MT	4200183	Pharmacy Services General 001	DUO VISCOELASTIC OPTH SYSTEM	97.9
DCWAS_Providence MT	4207668	Pharmacy Services General 001	DURAGESIC 25MCG PTCH	5.53
DCWAS_Providence MT	4200846	Pharmacy Services General 001	DURAGESIC PATCH	9.59
DCWAS_Providence MT	4218137	Pharmacy Services General 001	DURAGESSIC 100MG PTCH	19.2
DCWAS_Providence MT	4242186	Pharmacy Services General 001	DYAZIDE C	1.67
DCWAS_Providence MT	4242350	Pharmacy Services General 001	DYRENIUM 50MG C	1.68
DCWAS_Providence MT	4266482	Pharmacy Services General 001	EFFEXOR 37.5MG T	1.68
DCWAS_Providence MT	4216370	Pharmacy Services General 001	EFFEXOR 50MG (VENLAFAXINE) T	1.75
DCWAS_Providence MT	4216875	Pharmacy Services General 001	EFFEXOR SR 75MG T	3.22
DCWAS_Providence MT	4234993	Pharmacy Services General 001	EFFEXOR XR 37.5MG C	1.77
DCWAS_Providence MT	4254199	Pharmacy Services General 001	ELIMITE 5% ACTICIN 5% CR	56.34
DCWAS_Providence MT	4214219	Pharmacy Services General 001	ELIQUIS 2.5 MG TABLET	5.85
DCWAS_Providence MT	4214227	Pharmacy Services General 001	ELIQUIS 5 MG TABLET	5.87
DCWAS_Providence MT	4297511	Pharmacy Services General 001	ELOCON 45GM CR	76.59
DCWAS_Providence MT	4202396	Pharmacy Services General 001	EMLA CREAM 5GM	10.73
DCWAS_Providence MT	4201737	Pharmacy Services General 001	EMTRICITABINE 200MG/TENOFOVIR	58.19
DCWAS_Providence MT	4208385	Pharmacy Services General 001	EMTRIVA 200MG C	9.66
DCWAS_Providence MT	4200084	Pharmacy Services General 001	ENALAPRILAT 1.25MG/ML 1ML VIAL	2.3
DCWAS_Providence MT	4260014	Pharmacy Services General 001	ENEMA-OIL RETENTION ENEM	1.87
DCWAS_Providence MT	4260006	Pharmacy Services General 001	ENEMA-PHOSPHATE 4.50 ENEM	1.68
DCWAS_Providence MT	4266193	Pharmacy Services General 001	ENOXAPARIN SODIUM 10MG SYR	10.67
DCWAS_Providence MT	4239414	Pharmacy Services General 001	ENOXAPARIN SODIUM 10MG SYR	14.24
DCWAS_Providence MT	4252912	Pharmacy Services General 001	ENOXAPARIN SODIUM 10MG SYR	28.56
DCWAS_Providence MT	4218392	Pharmacy Services General 001	ENOXAPARIN SODIUM 10MG SYR	21.44
DCWAS_Providence MT	4218194	Pharmacy Services General 001	ENOXAPARIN SODIUM 10MG SYR	35.65
DCWAS_Providence MT	4212247	Pharmacy Services General 001	ENTECAVIR 05MG T	30.95
DCWAS_Providence MT	4200107	Pharmacy Services General 001	ENTRESTO 24MG-26MG T	7.94
DCWAS_Providence MT	4200108	Pharmacy Services General 001	ENTRESTO 49MG-51MG T	7.93
DCWAS_Providence MT	4200109	Pharmacy Services General 001	ENTRESTO 97MG-103MG T	7.92
DCWAS_Providence MT	4200071	Pharmacy Services General 001	EPINEPH 1:1000 PF/SF 1ML CPD	8.81
DCWAS_Providence MT	4215232	Pharmacy Services General 001	EPINEPHRI 3.5IN/10ML SYR	4.84
DCWAS_Providence MT	4215158	Pharmacy Services General 001	EPINEPHRINE 0.1MG INJ	3.08
DCWAS_Providence MT	4215216	Pharmacy Services General 001	EPINEPHRINE 0.1MG INJ	13.67
DCWAS_Providence MT	4215190	Pharmacy Services General 001	EPINEPHRINE 10ML 1.5 IN SYR	10.14
DCWAS_Providence MT	4207783	Pharmacy Services General 001	EPINEPHRINE 2.25%  0.0225 INH	0.0
DCWAS_Providence MT	4296661	Pharmacy Services General 001	EPIVIR 150MG T	7.38
DCWAS_Providence MT	4218145	Pharmacy Services General 001	EPIVIR SOLUTION BTL	6.04
DCWAS_Providence MT	4213641	Pharmacy Services General 001	ERAXIS(WATER DIL) 100MG VL	200.38
DCWAS_Providence MT	4202925	Pharmacy Services General 001	ERYTHROCIN 250MG T	1.68
DCWAS_Providence MT	4203022	Pharmacy Services General 001	ERYTHROCIN 500MG IV	12.64
DCWAS_Providence MT	4253142	Pharmacy Services General 001	ERYTHROMYE SULFISOXAZOLE SUS	82.07
DCWAS_Providence MT	4202941	Pharmacy Services General 001	ERYTHT 0.5%/3.5GM OINT	6.72
DCWAS_Providence MT	4254991	Pharmacy Services General 001	ESCITALOPRAM 20MG T	2.3
DCWAS_Providence MT	4205134	Pharmacy Services General 001	ESMOLOL 2.5GM 10ML IV	151.52
DCWAS_Providence MT	4270419	Pharmacy Services General 001	ESTROGENIC SUBS 0.625MG T	1.68
DCWAS_Providence MT	4212924	Pharmacy Services General 001	ETOPOSIDE 10MG INJ	0.86
DCWAS_Providence MT	4212163	Pharmacy Services General 001	ETRAVIRINE 100MG T	7.2
DCWAS_Providence MT	4252946	Pharmacy Services General 001	EXELON 1.5MG  60'S C	2.62
DCWAS_Providence MT	4253993	Pharmacy Services General 001	EXELON LMG C	2.62
DCWAS_Providence MT	4246278	Pharmacy Services General 001	EYE CARE KIT	0.0
DCWAS_Providence MT	4253456	Pharmacy Services General 001	FACTOR VIIA COAGUL 5000MCG VL	11872.45
DCWAS_Providence MT	4266870	Pharmacy Services General 001	FAMCICLOVIR T	2.08
DCWAS_Providence MT	4213666	Pharmacy Services General 001	FAMOTADINE 20MG/2ML VL	1.68
DCWAS_Providence MT	4266250	Pharmacy Services General 001	FAMOTIDINE 20MG T	1.68
DCWAS_Providence MT	4213443	Pharmacy Services General 001	FAMOTIDINE 40MG/4ML VL	2.71
DCWAS_Providence MT	4241022	Pharmacy Services General 001	FAT 20% 500ML IV	29.68
DCWAS_Providence MT	4216263	Pharmacy Services General 001	FEMARA 2.5MG T	18.92
DCWAS_Providence MT	4229985	Pharmacy Services General 001	FENTANYL CITRATE 0.1MG AMP	2.72
DCWAS_Providence MT	4299327	Pharmacy Services General 001	FENTANYL CITRATE 0.1MG AMP	2.35
DCWAS_Providence MT	4299335	Pharmacy Services General 001	FENTANYL CITRATE 0.1MG INJ	5.06
DCWAS_Providence MT	4203881	Pharmacy Services General 001	FENTANYL TRNSDRM PTCH 75MCG/HR	14.61
DCWAS_Providence MT	4220190	Pharmacy Services General 001	FER-IN-SOL LIQ 50ML BTL	2.23
DCWAS_Providence MT	4220075	Pharmacy Services General 001	FER. GLUCON. 325MG T	1.68
DCWAS_Providence MT	4220224	Pharmacy Services General 001	FERR SULFAT 300MG/5ML LIQ	1.68
DCWAS_Providence MT	4200063	Pharmacy Services General 001	FERRIC CARBOXYMALTOSE 750MG VL	1177.47
DCWAS_Providence MT	4220216	Pharmacy Services General 001	FERROUS SUL 300MG T	1.68
DCWAS_Providence MT	4219440	Pharmacy Services General 001	FEXOFENADINE/PSEUDOEPHEDRINE T	4.67
DCWAS_Providence MT	4202115	Pharmacy Services General 001	FINASTERIDE 5MG TAB	1.68
DCWAS_Providence MT	4299442	Pharmacy Services General 001	FIORICET	6.94
DCWAS_Providence MT	4227930	Pharmacy Services General 001	FIORINAL C	2.73
DCWAS_Providence MT	4212130	Pharmacy Services General 001	FISH OIL 1000MG C	1.67
DCWAS_Providence MT	4209920	Pharmacy Services General 001	FLAGYL RTU 500MG IV	2.98
DCWAS_Providence MT	4209938	Pharmacy Services General 001	FLAGYL TAB 250MG	1.68
DCWAS_Providence MT	4217386	Pharmacy Services General 001	FLEXERIL 10MG T	1.68
DCWAS_Providence MT	4217493	Pharmacy Services General 001	FLEXOFENDN-PSEUD ALEGRA-D T	2.33
DCWAS_Providence MT	4217725	Pharmacy Services General 001	FLOMAX 0.4MG C	1.93
DCWAS_Providence MT	4202917	Pharmacy Services General 001	FLONASE 16GM NASAL SPRAY	84.53
DCWAS_Providence MT	4268504	Pharmacy Services General 001	FLORINEF 0.1MG T	1.68
DCWAS_Providence MT	4200655	Pharmacy Services General 001	FLUCONAZOL 100MG T	1.68
DCWAS_Providence MT	4200085	Pharmacy Services General 001	FLUCONAZOL NACL100MG/50ML IVPB	19.63
DCWAS_Providence MT	4202552	Pharmacy Services General 001	FLUCONAZOLE 200MG	13.21
DCWAS_Providence MT	4202560	Pharmacy Services General 001	FLUCONAZOLE 200MG T	1.7
DCWAS_Providence MT	4254207	Pharmacy Services General 001	FLUCONAZOLE PB 2MG/ML IV	14.93
DCWAS_Providence MT	4219465	Pharmacy Services General 001	FLUORETS FLUOR IMG STRIP OPH	1.68
DCWAS_Providence MT	4296745	Pharmacy Services General 001	FLUOXETINE 10MG C	1.77
DCWAS_Providence MT	4266995	Pharmacy Services General 001	FLUOXETINE HCL 40MG/ML LIQ	1.43
DCWAS_Providence MT	4201489	Pharmacy Services General 001	FLUPHENAZINE 10MG TAB	1.68
DCWAS_Providence MT	4234308	Pharmacy Services General 001	FLUPHENAZINE DECONAT 25MG INJ	3.77
DCWAS_Providence MT	4242079	Pharmacy Services General 001	FLUROSEMIDE 80MG T	1.68
DCWAS_Providence MT	4203774	Pharmacy Services General 001	FLUVIRIN VACC IM 0.5ML	12.01
DCWAS_Providence MT	4297792	Pharmacy Services General 001	FOLIC ACID 1MG INJ	1.68
DCWAS_Providence MT	4289419	Pharmacy Services General 001	FOLIC ACID 1MG T	1.68
DCWAS_Providence MT	4252847	Pharmacy Services General 001	FOMEPIZOLE 1500MG VL	574.66
DCWAS_Providence MT	4253662	Pharmacy Services General 001	FOSAMAX 70MG T	2.6
DCWAS_Providence MT	4219796	Pharmacy Services General 001	FOSAPREPITANT 150MG INJ	279.75
DCWAS_Providence MT	4202503	Pharmacy Services General 001	FUNGIZONE INJ 50 MG	13.4
DCWAS_Providence MT	4242061	Pharmacy Services General 001	FUROSEMIDE  40MG T	1.68
DCWAS_Providence MT	4299574	Pharmacy Services General 001	FUROSEMIDE 10MG/ML 60 BTL	11.11
DCWAS_Providence MT	4242095	Pharmacy Services General 001	FUROSEMIDE 20MG INJ	1.68
DCWAS_Providence MT	4242053	Pharmacy Services General 001	FUROSEMIDE 20MG T	1.68
DCWAS_Providence MT	4242103	Pharmacy Services General 001	FUROSEMIDE UP TO 20 MG INJ	1.87
DCWAS_Providence MT	4242087	Pharmacy Services General 001	FUROSEMIDE UP TO 20 MG INJ	1.68
DCWAS_Providence MT	4254611	Pharmacy Services General 001	GALANTAMINE HYDRO 4MG T	1.68
DCWAS_Providence MT	4206900	Pharmacy Services General 001	GARAMY 3.5GM OPTH OINT	8.03
DCWAS_Providence MT	4206926	Pharmacy Services General 001	GARAMYCI 5ML OPH	1.75
DCWAS_Providence MT	4206983	Pharmacy Services General 001	GARAMYCIN UP TO 80MG INJ	1.95
DCWAS_Providence MT	4206850	Pharmacy Services General 001	GARAMYCIN UP TO 80MG INJ	3.85
DCWAS_Providence MT	4206868	Pharmacy Services General 001	GARAMYCIN UP TO 80MG INJ	1.79
DCWAS_Providence MT	4206892	Pharmacy Services General 001	GARAMYCIN UP TO 80MG INJ	3.97
DCWAS_Providence MT	4253951	Pharmacy Services General 001	GEODON 80MG C	4.88
DCWAS_Providence MT	4270906	Pharmacy Services General 001	GLUCAGON 1MG INJ	91.61
DCWAS_Providence MT	4297677	Pharmacy Services General 001	GLUCOPHAGE 850MG T	1.67
DCWAS_Providence MT	4244893	Pharmacy Services General 001	GLUCOTROL XL 2.5MG T	1.67
DCWAS_Providence MT	4297388	Pharmacy Services General 001	GLUCOTROL XL 5MG T	1.67
DCWAS_Providence MT	4243994	Pharmacy Services General 001	GLUCTROL XL 10MG T	1.68
DCWAS_Providence MT	4271300	Pharmacy Services General 001	GLYBURIDE 5MG T	1.68
DCWAS_Providence MT	4258943	Pharmacy Services General 001	GLYCERIN ADULT SUP	1.68
DCWAS_Providence MT	4258927	Pharmacy Services General 001	GLYCERIN INFANT SUP	1.68
DCWAS_Providence MT	4203584	Pharmacy Services General 001	GLYCOPYROLATE 1MG TABLET	1.67
DCWAS_Providence MT	4259081	Pharmacy Services General 001	GOLYTELY 1 GAL LIQ	5.57
DCWAS_Providence MT	4218244	Pharmacy Services General 001	GOSERELIN ACETATE  10.8MG IMPL	2252.75
DCWAS_Providence MT	4202445	Pharmacy Services General 001	GRANIX 1MCG (300MCG) SYR	287.27
DCWAS_Providence MT	4202447	Pharmacy Services General 001	GRANIX 1MCG (480MCG) SYR	440.17
DCWAS_Providence MT	4202628	Pharmacy Services General 001	GRIFULVIN V  250MG T	1.68
DCWAS_Providence MT	4249231	Pharmacy Services General 001	GUAIFENESIN 10 SYP	1.68
DCWAS_Providence MT	4249249	Pharmacy Services General 001	GUAIFENESIN SR 15ML LIQ	1.67
DCWAS_Providence MT	4249223	Pharmacy Services General 001	GUAIFENESIN SR 5ML LIQ	1.68
DCWAS_Providence MT	4253688	Pharmacy Services General 001	GYNE LOTRIMIN VAG 1% CR	4.47
DCWAS_Providence MT	4266151	Pharmacy Services General 001	HABITROL 14MG/DAY PTCH	1.68
DCWAS_Providence MT	4266177	Pharmacy Services General 001	HABITROL 21MG/DAY PTCH	1.68
DCWAS_Providence MT	4266136	Pharmacy Services General 001	HABITROL 7MG/DAY PTCH	1.68
DCWAS_Providence MT	4234415	Pharmacy Services General 001	HALDOL 0.5MG T	1.68
DCWAS_Providence MT	4234449	Pharmacy Services General 001	HALDOL 10MG T	1.67
